11701,11502,6,151.200,-33.945,151.015,-33.548
12203,12202,3471,151.230,-33.710,151.279,-33.640
11902,12802,155,151.089,-33.924,151.044,-34.085
11504,12502,153,150.893,-33.621,151.047,-33.793
12101,12701,3,151.187,-33.807,150.747,-33.947
11703,12202,67,151.200,-33.889,151.279,-33.640
12003,12002,1170,151.106,-33.886,151.168,-33.871
12101,11603,92,151.187,-33.807,150.839,-33.775
11703,12703,235,151.200,-33.889,150.931,-33.969
11501,12001,693,150.995,-33.731,151.115,-33.853
11702,11701,705,151.161,-33.910,151.200,-33.945
12703,12201,3,150.931,-33.969,151.270,-33.800
12002,11801,420,151.168,-33.871,151.256,-33.882
12202,12201,555,151.279,-33.640,151.270,-33.800
12203,11902,44,151.230,-33.710,151.089,-33.924
12501,12302,139,151.045,-33.855,150.854,-34.078
11701,11601,22,151.200,-33.945,150.908,-33.769
12703,11801,136,150.931,-33.969,151.256,-33.882
12501,12702,511,151.045,-33.855,150.869,-33.862
11802,11903,209,151.242,-33.943,151.078,-33.969
11901,11703,2466,151.015,-33.928,151.200,-33.889
12102,11501,644,151.150,-33.622,150.995,-33.731
12502,11504,45,151.047,-33.793,150.893,-33.621
11901,12203,124,151.015,-33.928,151.230,-33.710
11702,12002,448,151.161,-33.910,151.168,-33.871
11501,12301,40,150.995,-33.731,150.720,-34.055
12302,11902,470,150.854,-34.078,151.089,-33.924
12003,11701,1166,151.106,-33.886,151.200,-33.945
12002,12201,36,151.168,-33.871,151.270,-33.800
12202,11801,159,151.279,-33.640,151.256,-33.882
11901,12302,544,151.015,-33.928,150.854,-34.078
12104,12101,2712,151.227,-33.831,151.187,-33.807
12703,12802,287,150.931,-33.969,151.044,-34.085
11902,12201,31,151.089,-33.924,151.270,-33.800
12302,12202,19,150.854,-34.078,151.279,-33.640
11904,12601,10,151.133,-33.960,151.074,-33.754
12502,12502,2258,151.047,-33.793,151.047,-33.793
12302,12703,4957,150.854,-34.078,150.931,-33.969
12001,11701,583,151.115,-33.853,151.200,-33.945
12701,12202,10,150.747,-33.947,151.279,-33.640
11701,12503,64,151.200,-33.945,150.974,-33.848
12202,12001,100,151.279,-33.640,151.115,-33.853
12701,12703,4210,150.747,-33.947,150.931,-33.969
12501,11901,1159,151.045,-33.855,151.015,-33.928
11603,12703,496,150.839,-33.775,150.931,-33.969
12502,12403,131,151.047,-33.793,150.679,-33.811
11603,12202,20,150.839,-33.775,151.279,-33.640
12002,12301,10,151.168,-33.871,150.720,-34.055
12703,12001,258,150.931,-33.969,151.115,-33.853
11501,12201,33,150.995,-33.731,151.270,-33.800
12201,12501,59,151.270,-33.800,151.045,-33.855
11902,12301,52,151.089,-33.924,150.720,-34.055
12202,11702,31,151.279,-33.640,151.161,-33.910
12701,11902,251,150.747,-33.947,151.089,-33.924
12703,11702,252,150.931,-33.969,151.161,-33.910
11603,11902,115,150.839,-33.775,151.089,-33.924
11904,12003,836,151.133,-33.960,151.106,-33.886
12502,11603,236,151.047,-33.793,150.839,-33.775
12602,12002,624,151.114,-33.803,151.168,-33.871
12502,12701,12,151.047,-33.793,150.747,-33.947
11903,11903,6141,151.078,-33.969,151.078,-33.969
12602,11701,434,151.114,-33.803,151.200,-33.945
12002,11702,352,151.168,-33.871,151.161,-33.910
12702,12405,498,150.869,-33.862,150.786,-33.784
12101,11504,19,151.187,-33.807,150.893,-33.621
11901,11901,12501,151.015,-33.928,151.015,-33.928
11504,12403,209,150.893,-33.621,150.679,-33.811
11501,12802,32,150.995,-33.731,151.044,-34.085
12404,11501,573,150.747,-33.624,150.995,-33.731
12403,12703,829,150.679,-33.811,150.931,-33.969
12403,12202,19,150.679,-33.811,151.279,-33.640
11701,12602,158,151.200,-33.945,151.114,-33.803
11902,12001,688,151.089,-33.924,151.115,-33.853
11602,11802,54,150.861,-33.699,151.242,-33.943
12702,12504,2453,150.869,-33.862,150.992,-33.797
12101,12502,171,151.187,-33.807,151.047,-33.793
11504,12701,12,150.893,-33.621,150.747,-33.947
12002,12001,522,151.168,-33.871,151.115,-33.853
12703,12301,227,150.931,-33.969,150.720,-34.055
12503,11501,899,150.974,-33.848,150.995,-33.731
12201,12101,786,151.270,-33.800,151.187,-33.807
11504,11603,436,150.893,-33.621,150.839,-33.775
11903,11602,13,151.078,-33.969,150.861,-33.699
11501,11801,161,150.995,-33.731,151.256,-33.882
11902,11702,1613,151.089,-33.924,151.161,-33.910
12403,11902,131,150.679,-33.811,151.089,-33.924
11904,12102,34,151.133,-33.960,151.150,-33.622
11902,12602,749,151.089,-33.924,151.114,-33.803
12501,12502,371,151.045,-33.855,151.047,-33.793
11701,12001,58,151.200,-33.945,151.115,-33.853
12703,12404,43,150.931,-33.969,150.747,-33.624
12202,12503,42,151.279,-33.640,150.974,-33.848
12802,12501,914,151.044,-34.085,151.045,-33.855
12503,12002,197,150.974,-33.848,151.168,-33.871
12302,12504,869,150.854,-34.078,150.992,-33.797
11501,11601,2627,150.995,-33.731,150.908,-33.769
12703,12503,1374,150.931,-33.969,150.974,-33.848
11504,12302,44,150.893,-33.621,150.854,-34.078
12202,12404,3,151.279,-33.640,150.747,-33.624
11602,11903,20,150.861,-33.699,151.078,-33.969
12601,12101,677,151.074,-33.754,151.187,-33.807
11504,12203,44,150.893,-33.621,151.230,-33.710
11701,11702,236,151.200,-33.945,151.161,-33.910
12501,11504,17,151.045,-33.855,150.893,-33.621
11504,11703,210,150.893,-33.621,151.200,-33.889
12404,12002,16,150.747,-33.624,151.168,-33.871
11801,12101,1111,151.256,-33.882,151.187,-33.807
11501,11502,1322,150.995,-33.731,151.015,-33.548
12002,12602,951,151.168,-33.871,151.114,-33.803
12502,12702,303,151.047,-33.793,150.869,-33.862
12302,12405,266,150.854,-34.078,150.786,-33.784
11902,12404,16,151.089,-33.924,150.747,-33.624
11903,11802,618,151.078,-33.969,151.242,-33.943
12502,12302,44,151.047,-33.793,150.854,-34.078
11801,12501,241,151.256,-33.882,151.045,-33.855
12703,12602,480,150.931,-33.969,151.114,-33.803
12404,11701,18,150.747,-33.624,151.200,-33.945
11703,12504,443,151.200,-33.889,150.992,-33.797
12203,12405,23,151.230,-33.710,150.786,-33.784
12602,11501,749,151.114,-33.803,150.995,-33.731
12202,12602,726,151.279,-33.640,151.114,-33.803
12601,12501,398,151.074,-33.754,151.045,-33.855
11902,12503,529,151.089,-33.924,150.974,-33.848
11901,12502,310,151.015,-33.928,151.047,-33.793
11504,12702,193,150.893,-33.621,150.869,-33.862
11802,11904,424,151.242,-33.943,151.133,-33.960
12502,11703,1093,151.047,-33.793,151.200,-33.889
12002,12503,158,151.168,-33.871,150.974,-33.848
11703,12405,17,151.200,-33.889,150.786,-33.784
11602,11602,2748,150.861,-33.699,150.861,-33.699
11901,11504,25,151.015,-33.928,150.893,-33.621
12101,11901,117,151.187,-33.807,151.015,-33.928
12502,12203,238,151.047,-33.793,151.230,-33.710
12002,12404,20,151.168,-33.871,150.747,-33.624
12802,12101,254,151.044,-34.085,151.187,-33.807
12203,12504,325,151.230,-33.710,150.992,-33.797
12503,11701,490,150.974,-33.848,151.200,-33.945
12001,12101,913,151.115,-33.853,151.187,-33.807
12302,11901,2398,150.854,-34.078,151.015,-33.928
12403,12302,426,150.679,-33.811,150.854,-34.078
11903,12104,311,151.078,-33.969,151.227,-33.831
11601,11501,2799,150.908,-33.769,150.995,-33.731
12504,11801,132,150.992,-33.797,151.256,-33.882
12104,11701,426,151.227,-33.831,151.200,-33.945
11702,12501,279,151.161,-33.910,151.045,-33.855
12003,12101,923,151.106,-33.886,151.187,-33.807
12403,12203,93,150.679,-33.811,151.230,-33.710
12405,12201,3,150.786,-33.784,151.270,-33.800
11602,12601,242,150.861,-33.699,151.074,-33.754
11603,12702,1161,150.839,-33.775,150.869,-33.862
12701,12702,3567,150.747,-33.947,150.869,-33.862
12504,12802,47,150.992,-33.797,151.044,-34.085
12403,11703,536,150.679,-33.811,151.200,-33.889
11703,11901,396,151.200,-33.889,151.015,-33.928
12405,11801,18,150.786,-33.784,151.256,-33.882
12801,11501,76,151.144,-34.036,150.995,-33.731
12701,12302,1271,150.747,-33.947,150.854,-34.078
11702,12101,361,151.161,-33.910,151.187,-33.807
12003,12501,1597,151.106,-33.886,151.045,-33.855
12103,11501,591,151.151,-33.735,150.995,-33.731
11603,12302,214,150.839,-33.775,150.854,-34.078
11502,11501,1353,151.015,-33.548,150.995,-33.731
12702,11504,48,150.869,-33.862,150.893,-33.621
11904,11904,5832,151.133,-33.960,151.133,-33.960
12101,12405,17,151.187,-33.807,150.786,-33.784
11603,12203,71,150.839,-33.775,151.230,-33.710
12405,12802,6,150.786,-33.784,151.044,-34.085
12701,11703,665,150.747,-33.947,151.200,-33.889
12104,12002,212,151.227,-33.831,151.168,-33.871
12403,12702,1652,150.679,-33.811,150.869,-33.862
12001,12501,1039,151.115,-33.853,151.045,-33.855
12702,12502,516,150.869,-33.862,151.047,-33.793
12504,12201,27,150.992,-33.797,151.270,-33.800
12101,12504,455,151.187,-33.807,150.992,-33.797
11903,12801,1351,151.078,-33.969,151.144,-34.036
11903,12103,64,151.078,-33.969,151.151,-33.735
12701,12203,29,150.747,-33.947,151.230,-33.710
11603,11703,511,150.839,-33.775,151.200,-33.889
12203,11901,158,151.230,-33.710,151.015,-33.928
12302,12502,167,150.854,-34.078,151.047,-33.793
11603,12403,1362,150.839,-33.775,150.679,-33.811
12502,12703,171,151.047,-33.793,150.931,-33.969
12405,11502,45,150.786,-33.784,151.015,-33.548
12104,11501,238,151.227,-33.831,150.995,-33.731
11602,12104,223,150.861,-33.699,151.227,-33.831
11601,11701,308,150.908,-33.769,151.200,-33.945
12502,12202,45,151.047,-33.793,151.279,-33.640
11802,12003,367,151.242,-33.943,151.106,-33.886
12301,12501,409,150.720,-34.055,151.045,-33.855
12501,12504,1006,151.045,-33.855,150.992,-33.797
12701,12403,334,150.747,-33.947,150.679,-33.811
12102,12101,1457,151.150,-33.622,151.187,-33.807
12502,11902,115,151.047,-33.793,151.089,-33.924
11603,11603,6868,150.839,-33.775,150.839,-33.775
12405,11601,1387,150.786,-33.784,150.908,-33.769
12801,12002,199,151.144,-34.036,151.168,-33.871
12302,11504,15,150.854,-34.078,150.893,-33.621
11603,12701,102,150.839,-33.775,150.747,-33.947
11903,12601,37,151.078,-33.969,151.074,-33.754
12701,12701,3111,150.747,-33.947,150.747,-33.947
12103,12002,153,151.151,-33.735,151.168,-33.871
12701,11603,785,150.747,-33.947,150.839,-33.775
11502,12002,23,151.015,-33.548,151.168,-33.871
12501,12405,82,151.045,-33.855,150.786,-33.784
12203,11504,17,151.230,-33.710,150.893,-33.621
12403,12403,16832,150.679,-33.811,150.679,-33.811
12103,11701,334,151.151,-33.735,151.200,-33.945
11901,12504,1352,151.015,-33.928,150.992,-33.797
11502,11701,55,151.015,-33.548,151.200,-33.945
11802,12102,24,151.242,-33.943,151.150,-33.622
12102,12501,409,151.150,-33.622,151.045,-33.855
11504,12202,9,150.893,-33.621,151.279,-33.640
11703,12502,193,151.200,-33.889,151.047,-33.793
11504,12703,63,150.893,-33.621,150.931,-33.969
12504,11502,158,150.992,-33.797,151.015,-33.548
12801,11701,3106,151.144,-34.036,151.200,-33.945
12702,11901,2791,150.869,-33.862,151.015,-33.928
12403,11603,3730,150.679,-33.811,150.839,-33.775
12301,12101,64,150.720,-34.055,151.187,-33.807
11901,12405,107,151.015,-33.928,150.786,-33.784
11602,12103,199,150.861,-33.699,151.151,-33.735
11602,12801,47,150.861,-33.699,151.144,-34.036
12203,12502,138,151.230,-33.710,151.047,-33.793
12403,12701,327,150.679,-33.811,150.747,-33.947
11504,11902,25,150.893,-33.621,151.089,-33.924
11601,12002,169,150.908,-33.769,151.168,-33.871
11703,11504,19,151.200,-33.889,150.893,-33.621
12504,11601,1903,150.992,-33.797,150.908,-33.769
12503,12101,487,150.974,-33.848,151.187,-33.807
12405,12404,201,150.786,-33.784,150.747,-33.624
12802,11701,2551,151.044,-34.085,151.200,-33.945
12201,11501,66,151.270,-33.800,150.995,-33.731
12203,12403,42,151.230,-33.710,150.679,-33.811
12403,11504,287,150.679,-33.811,150.893,-33.621
11703,12701,29,151.200,-33.889,150.747,-33.947
12101,12202,171,151.187,-33.807,151.279,-33.640
12504,12602,2341,150.992,-33.797,151.114,-33.803
12101,12703,97,151.187,-33.807,150.931,-33.969
11703,11603,117,151.200,-33.889,150.839,-33.775
12405,12503,828,150.786,-33.784,150.974,-33.848
12601,12002,58,151.074,-33.754,151.168,-33.871
12203,11603,99,151.230,-33.710,150.839,-33.775
12203,12701,8,151.230,-33.710,150.747,-33.947
12403,12502,346,150.679,-33.811,151.047,-33.793
11904,11602,7,151.133,-33.960,150.861,-33.699
11903,12102,32,151.078,-33.969,151.150,-33.622
12702,12702,14098,150.869,-33.862,150.869,-33.862
12404,12101,81,150.747,-33.624,151.187,-33.807
11801,12002,463,151.256,-33.882,151.168,-33.871
11703,12403,94,151.200,-33.889,150.679,-33.811
12101,11902,65,151.187,-33.807,151.089,-33.924
12405,12602,325,150.786,-33.784,151.114,-33.803
12504,12503,1970,150.992,-33.797,150.974,-33.848
11603,11504,229,150.839,-33.775,150.893,-33.621
12302,12701,995,150.854,-34.078,150.747,-33.947
12404,12501,178,150.747,-33.624,151.045,-33.855
11802,12601,26,151.242,-33.943,151.074,-33.754
12302,11603,777,150.854,-34.078,150.839,-33.775
11801,11701,1225,151.256,-33.882,151.200,-33.945
12702,12302,1221,150.869,-33.862,150.854,-34.078
12601,11701,109,151.074,-33.754,151.200,-33.945
12504,12404,90,150.992,-33.797,150.747,-33.624
12701,11504,15,150.747,-33.947,150.893,-33.621
12702,11703,1457,150.869,-33.862,151.200,-33.889
11603,12502,415,150.839,-33.775,151.047,-33.793
12302,12403,266,150.854,-34.078,150.679,-33.811
12503,12501,2769,150.974,-33.848,151.045,-33.855
12802,12002,224,151.044,-34.085,151.168,-33.871
12701,12502,188,150.747,-33.947,151.047,-33.793
11903,12003,1098,151.078,-33.969,151.106,-33.886
12702,12203,85,150.869,-33.862,151.230,-33.710
11904,11903,1655,151.133,-33.960,151.078,-33.969
11802,12103,79,151.242,-33.943,151.151,-33.735
11904,11802,1376,151.133,-33.960,151.242,-33.943
11901,11902,2250,151.015,-33.928,151.089,-33.924
12302,12203,55,150.854,-34.078,151.230,-33.710
11802,12801,240,151.242,-33.943,151.144,-34.036
11703,12702,127,151.200,-33.889,150.869,-33.862
12802,11501,165,151.044,-34.085,150.995,-33.731
12201,11701,142,151.270,-33.800,151.200,-33.945
12302,11703,995,150.854,-34.078,151.200,-33.889
11504,12405,145,150.893,-33.621,150.786,-33.784
12702,12403,492,150.869,-33.862,150.679,-33.811
12405,12001,183,150.786,-33.784,151.115,-33.853
11901,12703,1744,151.015,-33.928,150.931,-33.969
12203,12702,69,151.230,-33.710,150.869,-33.862
11602,12102,278,150.861,-33.699,151.150,-33.622
11901,12202,32,151.015,-33.928,151.279,-33.640
12504,12301,15,150.992,-33.797,150.720,-34.055
11504,12504,675,150.893,-33.621,150.992,-33.797
12405,11702,36,150.786,-33.784,151.161,-33.910
12702,12701,1008,150.869,-33.862,150.747,-33.947
12403,11901,555,150.679,-33.811,151.015,-33.928
12702,11603,1414,150.869,-33.862,150.839,-33.775
12602,12101,3054,151.114,-33.803,151.187,-33.807
12302,12302,17133,150.854,-34.078,150.854,-34.078
12601,11501,770,151.074,-33.754,150.995,-33.731
12502,12405,75,151.047,-33.793,150.786,-33.784
11703,11703,9941,151.200,-33.889,151.200,-33.889
12504,12001,621,150.992,-33.797,151.115,-33.853
12302,12702,1802,150.854,-34.078,150.869,-33.862
12602,12501,1294,151.114,-33.803,151.045,-33.855
12203,12302,33,151.230,-33.710,150.854,-34.078
11801,11501,138,151.256,-33.882,150.995,-33.731
12501,11902,344,151.045,-33.855,151.089,-33.924
11703,12203,355,151.200,-33.889,151.230,-33.710
12701,11901,1410,150.747,-33.947,151.015,-33.928
12203,12203,18664,151.230,-33.710,151.230,-33.710
12201,12002,59,151.270,-33.800,151.168,-33.871
11703,12302,111,151.200,-33.889,150.854,-34.078
11602,12003,379,150.861,-33.699,151.106,-33.886
12502,12504,1952,151.047,-33.793,150.992,-33.797
12504,11702,172,150.992,-33.797,151.161,-33.910
12405,12301,46,150.786,-33.784,150.720,-34.055
11802,12104,796,151.242,-33.943,151.227,-33.831
12501,12202,43,151.045,-33.855,151.279,-33.640
11603,11901,553,150.839,-33.775,151.015,-33.928
12203,11703,3771,151.230,-33.710,151.200,-33.889
12501,12703,320,151.045,-33.855,150.931,-33.969
12703,12502,222,150.931,-33.969,151.047,-33.793
12501,12404,25,151.045,-33.855,150.747,-33.624
12101,12301,6,151.187,-33.807,150.720,-34.055
11504,12201,3,150.893,-33.621,151.270,-33.800
11701,11901,147,151.200,-33.945,151.015,-33.928
12102,11904,12,151.150,-33.622,151.133,-33.960
11901,12602,1021,151.015,-33.928,151.114,-33.803
12502,12802,30,151.047,-33.793,151.044,-34.085
12501,12503,927,151.045,-33.855,150.974,-33.848
12202,12502,44,151.279,-33.640,151.047,-33.793
12801,12601,15,151.144,-34.036,151.074,-33.754
12104,12801,55,151.227,-33.831,151.144,-34.036
12104,12103,466,151.227,-33.831,151.151,-33.735
12703,11504,10,150.931,-33.969,150.893,-33.621
12601,12102,570,151.074,-33.754,151.150,-33.622
12602,11903,96,151.114,-33.803,151.078,-33.969
12202,11504,6,151.279,-33.640,150.893,-33.621
11502,12601,174,151.015,-33.548,151.074,-33.754
11801,12102,54,151.256,-33.882,151.150,-33.622
11903,12002,272,151.078,-33.969,151.168,-33.871
12103,12601,225,151.151,-33.735,151.074,-33.754
12502,11801,70,151.047,-33.793,151.256,-33.882
12802,12003,694,151.044,-34.085,151.106,-33.886
11504,12802,3,150.893,-33.621,151.044,-34.085
12501,12602,952,151.045,-33.855,151.114,-33.803
11602,11501,3734,150.861,-33.699,150.995,-33.731
11901,12503,1733,151.015,-33.928,150.974,-33.848
11902,12502,143,151.089,-33.924,151.047,-33.793
12104,12104,4530,151.227,-33.831,151.227,-33.831
12404,11802,3,150.747,-33.624,151.242,-33.943
12301,11904,93,150.720,-34.055,151.133,-33.960
11903,11701,2381,151.078,-33.969,151.200,-33.945
12502,12201,21,151.047,-33.793,151.270,-33.800
12101,11702,148,151.187,-33.807,151.161,-33.910
11901,12404,34,151.015,-33.928,150.747,-33.624
11501,12403,429,150.995,-33.731,150.679,-33.811
11504,11801,16,150.893,-33.621,151.256,-33.882
12601,12003,210,151.074,-33.754,151.106,-33.886
12002,12502,141,151.168,-33.871,151.047,-33.793
11601,12601,197,150.908,-33.769,151.074,-33.754
11501,12701,57,150.995,-33.731,150.747,-33.947
12503,11802,119,150.974,-33.848,151.242,-33.943
11801,12003,349,151.256,-33.882,151.106,-33.886
12101,12001,416,151.187,-33.807,151.115,-33.853
12802,12102,23,151.044,-34.085,151.150,-33.622
12602,11602,72,151.114,-33.803,150.861,-33.699
11501,11603,1020,150.995,-33.731,150.839,-33.775
11904,12501,682,151.133,-33.960,151.045,-33.855
12504,11902,223,150.992,-33.797,151.089,-33.924
11504,11601,732,150.893,-33.621,150.908,-33.769
12801,12104,321,151.144,-34.036,151.227,-33.831
11501,12302,178,150.995,-33.731,150.854,-34.078
12202,11901,36,151.279,-33.640,151.015,-33.928
12503,11903,156,150.974,-33.848,151.078,-33.969
12003,11904,474,151.106,-33.886,151.133,-33.960
12703,11901,2766,150.931,-33.969,151.015,-33.928
11502,12104,136,151.015,-33.548,151.227,-33.831
12103,12104,1752,151.151,-33.735,151.227,-33.831
12501,12001,647,151.045,-33.855,151.115,-33.853
11701,12502,9,151.200,-33.945,151.047,-33.793
11501,11703,2101,150.995,-33.731,151.200,-33.889
12504,12703,527,150.992,-33.797,150.931,-33.969
11602,12002,90,150.861,-33.699,151.168,-33.871
12101,12602,2064,151.187,-33.807,151.114,-33.803
11504,11502,324,150.893,-33.621,151.015,-33.548
12201,12003,42,151.270,-33.800,151.106,-33.886
12504,12202,48,150.992,-33.797,151.279,-33.640
12001,11904,133,151.115,-33.853,151.133,-33.960
11701,11504,14,151.200,-33.945,150.893,-33.621
12501,11702,213,151.045,-33.855,151.161,-33.910
11601,12801,49,150.908,-33.769,151.144,-34.036
12404,11903,6,150.747,-33.624,151.078,-33.969
11901,12301,95,151.015,-33.928,150.720,-34.055
11601,12103,161,150.908,-33.769,151.151,-33.735
11501,12203,417,150.995,-33.731,151.230,-33.710
12503,11602,108,150.974,-33.848,150.861,-33.699
11901,12001,704,151.015,-33.928,151.115,-33.853
12602,11802,230,151.114,-33.803,151.242,-33.943
11602,11701,238,150.861,-33.699,151.200,-33.945
11601,12104,231,150.908,-33.769,151.227,-33.831
11902,11901,2547,151.089,-33.924,151.015,-33.928
12405,11902,39,150.786,-33.784,151.089,-33.924
11903,11501,183,151.078,-33.969,150.995,-33.731
12502,11601,465,151.047,-33.793,150.908,-33.769
12002,11901,179,151.168,-33.871,151.015,-33.928
12104,12601,74,151.227,-33.831,151.074,-33.754
12801,12801,12229,151.144,-34.036,151.144,-34.036
12101,12404,35,151.187,-33.807,150.747,-33.624
12501,12301,15,151.045,-33.855,150.720,-34.055
12201,12102,67,151.270,-33.800,151.150,-33.622
12801,12103,45,151.144,-34.036,151.151,-33.735
11901,11702,626,151.015,-33.928,151.161,-33.910
11904,12101,484,151.133,-33.960,151.187,-33.807
11501,12702,773,150.995,-33.731,150.869,-33.862
12103,12103,6069,151.151,-33.735,151.151,-33.735
12405,12202,9,150.786,-33.784,151.279,-33.640
11502,12801,9,151.015,-33.548,151.144,-34.036
12103,12801,23,151.151,-33.735,151.144,-34.036
12404,11602,470,150.747,-33.624,150.861,-33.699
11502,12103,256,151.015,-33.548,151.151,-33.735
12405,12703,353,150.786,-33.784,150.931,-33.969
12101,12503,180,151.187,-33.807,150.974,-33.848
12502,11502,80,151.047,-33.793,151.015,-33.548
11702,11904,240,151.161,-33.910,151.133,-33.960
11902,12702,386,151.089,-33.924,150.869,-33.862
12703,12203,42,150.931,-33.969,151.230,-33.710
12202,11703,1216,151.279,-33.640,151.200,-33.889
12601,12104,262,151.074,-33.754,151.227,-33.831
12602,11904,117,151.114,-33.803,151.133,-33.960
11801,12104,1191,151.256,-33.882,151.227,-33.831
12703,11703,1161,150.931,-33.969,151.200,-33.889
12202,12203,4206,151.279,-33.640,151.230,-33.710
11901,11801,231,151.015,-33.928,151.256,-33.882
12202,12302,6,151.279,-33.640,150.854,-34.078
12301,11602,15,150.720,-34.055,150.861,-33.699
11504,12404,738,150.893,-33.621,150.747,-33.624
11702,11802,428,151.161,-33.910,151.242,-33.943
11802,11501,135,151.242,-33.943,150.995,-33.731
11501,11901,595,150.995,-33.731,151.015,-33.928
12104,12003,144,151.227,-33.831,151.106,-33.886
12501,12201,9,151.045,-33.855,151.270,-33.800
12102,11903,16,151.150,-33.622,151.078,-33.969
12802,12103,41,151.044,-34.085,151.151,-33.735
12002,12702,84,151.168,-33.871,150.869,-33.862
12502,12602,2949,151.047,-33.793,151.114,-33.803
11901,12802,542,151.015,-33.928,151.044,-34.085
11504,12503,221,150.893,-33.621,150.974,-33.848
12703,12302,1762,150.931,-33.969,150.854,-34.078
12802,12801,6130,151.044,-34.085,151.144,-34.036
12101,11601,116,151.187,-33.807,150.908,-33.769
12501,11801,103,151.045,-33.855,151.256,-33.882
12703,12702,2019,150.931,-33.969,150.869,-33.862
12002,12302,31,151.168,-33.871,150.854,-34.078
11902,12203,113,151.089,-33.924,151.230,-33.710
11902,11703,3644,151.089,-33.924,151.200,-33.889
12003,11802,559,151.106,-33.886,151.242,-33.943
11701,11603,19,151.200,-33.945,150.839,-33.775
12202,12702,44,151.279,-33.640,150.869,-33.862
11701,12701,3,151.200,-33.945,150.747,-33.947
12802,12104,232,151.044,-34.085,151.227,-33.831
12102,11602,22,151.150,-33.622,150.861,-33.699
12601,12103,443,151.074,-33.754,151.151,-33.735
11504,12602,440,150.893,-33.621,151.114,-33.803
12101,11502,30,151.187,-33.807,151.015,-33.548
12502,12503,568,151.047,-33.793,150.974,-33.848
